編號,基金會名稱,郵遞區號,住址,董事長,目的,許可日期,文號,原始設立基金,目前基金總額,連絡電話,聯絡人,FAX,郵遞區號,聯絡地址,備註
673,財團法人林宗毅博士文教基金會,100,臺北市中正區重慶南路1段121號6樓,林誠道,以獎勵學術、培育人材、宏揚中華文化等有關之公益性事業為宗旨。,1999-07-19,臺(88)社(四)88084166號,34300000,34300000,(02)2381-1978,馬鴻輝,(02)2381-5920,100,臺北市中正區重慶南路1段121號6樓,
674,財團法人馬偕‧林輝成紀念文教基金會,106,臺北市大安區仁愛路3段29號6樓,林明穱,以基督之精神辦理社會青少年等教育事業為目的。,1999-08-04,臺(88)社(四)88092518號,10000000,15460000,(02)2885-3131,林長良,,111,臺北市士林區承德路4段3巷13號1樓,
675,財團法人理律文教基金會,105,臺北市松山區敦化北路201號10樓,李光燾,以提倡及宣導法治教育為宗旨。,1999-07-19,臺(88)社(四)88085022號,10000000,42000000,(02)2545-3839,李永芬,(02)2713-4395,105,臺北市松山區敦化北路201號10樓,
676,財團法人國定文教基金會,408,臺中市南屯區大墩路23號,黃煥耀,推動中國傳統醫藥學術。,1999-08-31,臺(88)社(四)88095939號,10200000,10200000,(04)2473-4385,黃文彬,,408,臺中市南屯區大墩路23號,
677,財團法人統一超商好鄰居文教基金會,105,臺北市松山區東興路8號8樓,徐重仁,以推動青少年心靈淨化教育，提倡倫理道德觀念，致力改善社區生活及地方文化為宗旨。,1999-07-19,臺(88)社(四)88084469號,10000000,10000000,(02)2748-8279,高薇茹,(02)2748-8279,105,臺北市松山區東興路65號2樓,原名稱財團法人好鄰居文教基金會
678,財團法人新境界文教基金會,100,臺北市中正區北平東路30號10樓,蔡英文,以加強台灣之人文教育、社會教育、環境教育之發展，以促進群族間的和諧、強化土地認同、健全民主法治，並發展出具有前瞻性的國家政策。,1999-07-19,臺(88)社(四)88084470號,10000000,10000000,(02)3393-2252,陳其邁,(02)2393-0146,100,臺北市北平東路30號9樓,
679,財團法人台灣科技管理教育基金會,104,臺北市中山區龍江路10號5樓,趙守博,推廣科技管理之理念及活動為宗旨。,1999-07-20,臺(88)社(四)88087605號,10000000,10000000,(02)2781-2977,陳惠慧,(02)2711-8231,104,臺北市中山區龍江路10號5樓,
680,財團法人研揚文教基金會,231,新北市新店市寶橋路235巷135號5樓,莊永順,促進科技與人文發展，攜手迎向美麗人生。,1999-07-28,臺(88)社(四)88088278號,10000000,30000000,(02)8919-1234#604,楊煥晨,(02)8919-1053,231,新北市新店市寶橋路235巷135號5樓,
681,財團法人人權教育基金會,112,臺北市北投區立農街2段155號,盧世祥,推展人權教育、培養本國國民健全人格為目的。,1994-02-21,北府教三057905號,2000000,20000000,(02)2826-3904,莊美玲,(02)2820-1461,112,臺北市北投區立農街2段155號(公衛所),
682,財團法人終身學習基金會,105,臺北市內湖區行愛路141巷30號2樓,林育青,以從事文化教育公益活動為宗旨。,1999-06-14,臺(88)社(四)88065691號,10000000,10000000,(02)2834-3192,何秋蕙,(02)2835-1707,105,臺北市內湖區行愛路141巷30號2樓,原「2020文教基金會」
683,財團法人新光銀行文教基金會,100,臺北市中正區忠孝西路1段66號40樓,吳東進,研究國內外金融學術，發展社區學術教育，獎助社會教育公益。,1999-07-29,臺(88)社(四)88090686號,30000000,72000000,(02)2389-5858-8607,劉信成,(02)2389-2868,0,臺北市忠孝西路1段66號40樓,原「聯信文教基金會」
685,財團法人佳音兒童文教基金會,106,臺北市大安區信義路4段306號15樓,陳平三,發揚傳統優良文化，扶助優秀清寒學生正常的課外活動教育。,1998-08-19,臺(87)社(四)87092997號,10000000,10000000,(02)2701-6769#619,黃祥維,(02)2702-1332,106,臺北市大安區信義路4段306號15樓,
686,財團法人蘭馨文教基金會,408,臺中市南屯區大墩路457號4樓之1,蔡鈴蘭,推廣中華文化，建立台灣社會文明，課求台灣人民福祉，並關注婦女、青少年、兒童、老人及弱勢族群教育，以促進社會和諧為宗旨。,1999-07-19,臺(88)社(四)88084817號,10000000,10000000,(04)2328-5922,張司祐,(04)2328-5933,408,臺中市大墩路457號4樓之1,
688,財團法人媽媽監督媒體文教基金會,112,臺北市北投區中央南路1段100號,陳雪芬,以探討國內媒體之表現及維護生活環境為宗旨，進而提高國民生活品質、弘揚媒體社教文化及維護生活環境、培養媒體人才及舉辦教育性、正當休閒娛樂等社會教育活動為宗旨。,1999-07-31,臺(88)社(四)88090310號,10000000,10000000,(02)2895-3561,陳雪慈,(02)2891-5708,112,臺北市北投區中央南路1段100號,
689,財團法人中華汽車原住民文教基金會,106,臺北市大安區敦化南路2段2號11樓,黃文成,以促進原住民地區教育發展及國際交流為宗旨。,1999-07-19,臺(88)社(四)88085079號,10000000,10000000,(03)478-3191#2346,李莉沙,(03)485-8570,326,桃園縣楊梅鎮大平里秀才路49號,
690,財團法人禧年經濟倫理文教基金會,106,臺北市大安區敦化南路2段77號6樓,陳定川,以作光作鹽之精神，為推廣經濟倫理教育、倡導簡樸生活，建立正確財富觀為宗旨。,1999-07-19,臺(88)社(四)88084808號,10000000,10000000,(02)2706-6006#358,張燕如,(02)2703-1386,106,臺北市大安區敦化南路2段77號5樓,
691,財團法人南海觀音文教基金會,813,高雄市左營區德威街70號,吳天池,推展社會教育及辦理有關獎助業務。,1999-07-23,臺(88)社(四)88007794號,10000000,10000000,(07)556-7879,陳姿伶,,813,高雄市左營區博愛2路106號3樓,
692,財團法人裕元教育基金會,110,臺北市信義區信義路4段456號22樓,林源朗,以發展教育、延續文化傳承為宗旨，藉由研究調查、教育推廣、社區互動、文化建設等二作，發展地方文化教育，傳承本土文化。,1999-09-22,臺(88)社(四)88113598號,30000000,153525757,(04)2460-6690,蔣孟芳,(04)2460-6799,407,臺中市台中港路3段78之2號16樓,
693,財團法人廣達文教基金會,111,臺北市士林區後港街116號9樓,林百里,促進科技教育之發展，提昇國際學術文化交流，增進社會公共利益。,0000-00-00,臺(88)社(四)88125437號,30000000,30000000,(02)2882-1612#66656,羅秀蘭,,111,臺北市士林區後港街116號9樓,
695,財團法人民生文教基金會,112,臺北市北投區石牌路2段333之2號5樓,袁福洪,加強民生發展，提昇生活品質，重整道德倫理，促進安和樂利，實踐世界大同理想。,1991-12-20,教五14398號,10000000,10000000,(02)2875-4243,袁漱萱,(02)2875-4245,112,臺北市石牌路2段333之2號5樓,
696,財團法人觀樹教育基金會,404,臺中市北區永興街368號2樓,施崇棠,以提倡關懷台灣本土文化、生態環境、弱勢族群、基礎教育及社區發展之社會教育事務暨借諸「觀樹」更深化的意義，培養智慧性靈，提升生活品質，建立和諧社會為宗旨。,1999-10-20,臺(88)社(四)88129125號,30000000,30000000,(04)2230-4611,郭美亨,(04)2230-4633,404,臺中市永興街368號2樓,
697,財團法人朝邦文教基金會,105,臺北市松山區復興北路57號3樓,顏瑛宗,以促進健康優質銀髮生活為宗旨。,1999-11-30,臺(88)社(四)88146884號,10000000,10000000,(02)2771-0164#26,陳麗美,(02)2773-3342,105,臺北市松山區復興北路57號3樓,
698,財團法人靖娟兒童安全文教基金會,100,臺北市中正區汀州路1段119號,林志嘉,以促進兒童安全教育為宗旨。,1993-04-03,北市教四字12392號,5000000,18000000,(02)2301-2727#203,林月琴,(02)2339-1308,100,臺北市中正區汀州路1段328號5樓,
699,財團法人葉靜修教育基金會,100,臺北市中正區新生南路1段160巷1之2號7樓,陳筑,以改善社會風氣，擬經由教育及學術之推行及獎助為宗旨。,1999-09-20,臺(88)社(四)88113280號,15000000,15000000,(02)2397-3311,陳筑,(02)2351-8886,104,臺北市新生南路1段160巷1之2號7樓,
700,財團法人純智文教基金會,221,新北市汐止區大同路3段369巷9號1樓,袁靜慧,以培育教育、科技等不同領域人才，提倡前瞻思想，推廣社會教育公益活動為宗旨。,1999-08-31,臺(88)社(四)88105830號,10000000,18000000,(02)8648-5501#193,陳桂蘭,(02)8648-4769,221,新北市汐止區大同路3段369巷9號2樓,
701,財團法人法鼓山人文社會基金會,100,臺北市中正區延平南路77號5樓,余宏仁,推動人文社會化、開發人的心智,2000-01-12,臺(89)社(四)89003339號,50000000,706251566,(02)2191-1015#5009,蘇芍朱,(02)2311-6350,100,臺北市中正區延平南路77號5樓,
702,財團法人中臺灣新世紀文教基金會,403,臺中市西區向上路1段29巷37號,黃明國,以文教公益事業為宗旨。,1998-10-26,臺(87)社(四)87119148號,20000000,20000000,(04)2436-8414,趙偉慧,(04)2350-7649,403,臺中市西區向上路1段29巷37號,
704,財團法人永齡教育基金會,231,新北市新店區北新路3段207號15樓,黃南輝,以鼓勵終學學習、建構終身教育環境及促進國內外學術交流為宗旨。,2000-04-28,臺89社(四)89048411號,30000000,471580735,(02)2267-6216#2073,林瑞琴,(02)2267-6236,23678,新北市土城區自由街2號5樓,
705,財團法人東莞台商育苗教育基金會,114,臺北市內湖區瑞光路669號1樓,葉宏燈,以籌措「東莞台商子弟學校」建校基金，以及提升教育品質為宗旨。,2000-05-11,臺(89)社(四)89055949號,30000000,30000000,(02)8797-8550,聶良知,(02)8797-8553,114,臺北市內湖區瑞光路669號1樓,
706,財團法人深耕文教基金會,116,臺北市文山區萬美街2段51號1樓,許榮淑,以推動各類教育活動為宗旨。,1999-07-19,臺(88)社(四)88084681號,10000000,10000000,(02)2358-3856,許忠義,(02)2391-1390,100,臺北市青島東路3-2號3樓,
707,財團法人西蓮教育基金會,237,新北市三峽區溪東路211巷31弄9號,郭敏芳,秉持「心淨則國士淨」之理念，以提倡佛教學術研究與教育活動，推展各類社會教育活動，實踐慈悲喜捨精神為宗旨。,2000-07-11,臺(89)社(四)89085687號,30000000,30000000,(02)8676-1098,張秀春,(02)8676-1098,237,新北市三峽區溪東路211巷31弄9號,
708,財團法人趨勢教育基金會,106,台北市大安區敦化南路2段198號11樓,陳怡蓁,以推廣資訊及電腦科技教育為宗旨。,2000-05-30,台(89)社(四)89063277號,30000000,30000000,(02)2730-3493,張念樺,,106,台北市大安區敦化南路2段172巷8弄5號1樓,原「趨勢網路軟體教育基金會」
709,財團法人矽統教育基金會,300,新竹市公道五路2段180號,宣明智,秉持取之於社會，用之於社會的理念，以推展教育，贊助科技研發及推廣資訊傳播。,0000-00-00,臺(89)社(四)890685689號,30000000,30000000,(03)516-6000#2121,陳玫如,,300,新竹市公道五路2段180號,
710,財團法人臺灣工業銀行教育基金會,114,臺北市內湖區堤頂大道2段99號10樓,駱錦明,以透過產學合作，全方位培養新生代企業家及科技人才，增強國家競爭力為宗旨。,2000-07-31,臺(89)社(四)89094896號,30000000,30000000,(02)8752-7000#6702,李穗鑫,(02)2798-8739,114,臺北市內湖區堤頂大道2段99號10樓,
711,財團法人吳振芳文教基金會,103,臺北市大同區延平北路2段215號4樓,吳良材,為推廣文化教育，發揚民族文化傳承，提升生活環境品質，促進社區營造，強化建築藝術之美及民族藝術保存。,1998-04-22,臺(87)社(四)87041416號,10000000,15801000,(02)2557-2110,吳劉冠伶,(02)2557-2205,103,臺北市延平北路2段215號4樓,
712,財團法人勇源教育發展基金會,104,臺北市中山區民生東路2段161號5樓,陳清治,以倡導終身學習之概念，提昇國人知識生活水準，促進國際學術交流，培育社會菁英、成就賢能社會，並贊助公益性質教育事業為宗旨。,2000-10-20,臺(89)社(四)89131908號,126892000,843236000,(02)2501-5656#214,黃淑青,(02)2500-0026,104,臺北市民生東路2段161號4樓,
713,財團法人技專校院入學測驗中心基金會,640,雲林縣斗六市大學路3段123號之5號,孫永慶,以從事研並改善技專校院入學測驗命題品質與技術為宗旨。,2000-12-18,臺(89)社(四)89161873號,30000000,150000000,(05)537-9000#110,郭靖美,(05)537-3418,640,雲林縣斗六市大學路三段123號之5號,
714,財團法人生命教育基金會,100,臺北市中正區忠孝東路1段112號2樓,林思綾,以推動生命育為宗旨。,2000-11-24,臺(89)社(四)89151101號,30000000,30000000,(02)2362-7057,黃雅蓮,(02)2362-6227,106,臺北市大安區新生南路3段19巷23號,
716,財團法人建國教育基金會,104,臺北市中山區林森北路372號11樓,王進發,以健全民主法治，有前瞻性的國家政策為宗旨。,2000-12-18,臺(89)社(四)89162739號,30000000,30000000,(02)2571-2572,蔡鴻章,(02)2531-5159,104,臺北市中山區林森北路372號11樓,
717,財團法人薇閣文教公益基金會,112,臺北市北投區光明路157巷22號,李傳洪,以從事文教公益工作，事業服務社會宗旨。,1950-06-03,新北市政府,30000000,40000000,(02)2397-4288,郭姮晏,(02)2394-1114,112,臺北市北投區光明路157巷22號,
718,財團法人吳大猷學術基金會,106,臺北市大安區金華街110號2樓,吳成文,以紀念吳大猷先生推動華人科學教育及促進學術交流為宗旨。,2001-04-09,臺(90)社(四)90047617號,30000000,30000000,(02)2783-5386,李秀嬌,(02)2783-3654,115,臺北市南港區研究院路二段128號中研院物理所四樓吳大猷館,
719,財團法人旺宏教育基金會,104,臺北市中山區民權東路3段4號19樓,吳敏求,以提昇知識經濟價值，培育科技人才，關懷兒童與青少年身心發展，提昇社會祥和與生活品質其為宗旨。,2001-05-03,臺(90)社(四)90061250號,100000000,84000000,(03)578-6688#71231,胡燕霓,(03)666-3169,300,新竹科學園區力行路16號,
720,財團法人德山教育基金會,104,臺北市中山區松江路65號9樓,林登山,以推動教育發展，增進社會公益為宗旨。,2001-08-30,臺(90)社(四)90124631號,30000000,37000000,(02)2509-5308,賴素娥,(02)2509-5307,104,臺北市中山區松江路65號9樓,
721,財團法人資誠教育基金會,110,臺北市信義區基隆路1段333號27樓,薛明玲,以培育國內外優秀人才，提昇國家競爭力，建構終身教育環境及進國內外學術交統為宗旨。,2001-10-26,臺(90)社(四)90152528號,30000000,30000000,(02)2758-5889,劉力文,(02)2758-5883,110,臺北市信義區基隆路1段333號27樓,
722,財團法人台灣水利環境科技研究發展教育基金會,106,臺北市大安區基隆路3段130號4樓425室,宋楚瑜,以辦理工程與科技教育訓練事業為宗旨。,2001-11-30,臺(90)社(四)90166739號,30000000,30000000,(02)2364-6439,鄺盂憶,(02)2368-7913,106,臺北市基隆路3段130號4樓425室,
723,財團法人章亞若教育基金會,100,臺北市中正區林森南路10號11樓之2,蔣孝嚴,以推動教育資源普及，提升全民教育水準為宗旨。,2001-08-30,臺(90)社(四)90124659號,30000000,30000000,(02)2358-2353,利媛媛,(02)2385-2301,100,臺北市林森南路10號11樓之2,
724,財團法人思源科技教育基金會,300,新竹科學工業園區新竹市工業東四路25號,鄧強生,以思索本源、團隊實作、培育人才、回饋社會為創作理念，並以人才培育、舉辦教育性活動為宗旨。,2001-12-05,臺(90)社(四)90175096號,30000000,30000000,(03)579-4567#272,邱燕君,(03)579-9000,300,新竹市科學工業園區工業東四路25號,
725,財團法人聯發科技教育基金會,300,新竹科學工業園區篤行一路1號,蔡明介,以贊助學校科技知之推展及學生科技教育發展、提倡學術交流、推動科技成就、關心社會動態、提昇國人生活品質為宗旨。,0000-00-00,臺(90)社(四)90187930號,30000000,1287647506,(03)567-0766#26571,林慧玲,,300,新竹科學工業園區篤行一路1號,
726,財團法人慈澤教育基金會,100,臺北市中正區仁愛路2段98號3樓,黃宗仁,以提升人文與科技融合，落實終身學習理念為宗旨。,2001-12-04,臺(90)社(四)90173928號,30000000,50000000,(02)8798-6898,林淑娟,,114,臺北市內湖區瑞光路318號11樓,
727,財團法人技嘉教育基金會,231,新北市新店區寶強路6號5樓,葉培城,以促進科技教育，推動人文發展為宗旨，從事或贊助各類國內外文教、科技領域之研究、討論與活動，並將成果推行至個人、社會及企業，以全面提昇國民在心靈、生活與工作上之品質，創造和諧進步之社會。,2002-03-21,臺(91)社(四)91036781號,30000000,30000000,(02)8912-4000#1129,周麗華,(02)8912-4001,231,新北市新店區寶強路6號5樓,
728,財團法人台灣智庫,100,臺北市中正區愛國西路9號8樓,林佳龍,以研究公共政策，促進國家社會發展，推動國際文教交流合作為宗旨。,2001-12-31,臺(90)社(四)90187865號,60000000,35000000,(02)2370-6987#261,丘欣立,(02)2370-6994,100,臺北市愛國西路9號8樓,
729,財團法人莊福文化教育基金會,104,臺北市中山區長春路168號,莊村徹,以從事營建莊福文化中心，振興教育，並培養優秀學術及運動人才，獎助在學青年，培養藝術教育人才，生物保育教育、保育學術、保育研究工作為宗旨。,1975-12-29,北市教輝四48839號,4500000,207830797,(02)7702-5814,吳靜美,(02)2507-4586,104,臺北市長春路168號,
730,財團法人多元智能教育發展基金會,104,臺北市中山區南京東路2段6號8樓,黃顏智美,以倡導多元智能教育發展為宗旨。,2002-06-20,臺(91)社(四)91089367號,30000000,30000000,(02)2568-2356#932,古鎂鈺,,104,臺北市中山區南京東路2段6號12樓,
732,財團法人陳萬富教育基金會,247,新北市蘆洲區中正路43號,陳宏昌,以普及全民教育及推廣文化教育為宗旨。,2002-08-28,臺(91)社(四)91128021號,30000000,30000000,(02)2282-6051,林麗蘭,(02)2282-7084,247,新北市蘆洲區中正路43號,
733,財團法人私立學校興學基金會,106,台北市木柵路1段111號2樓,黃榮村,以鼓勵及處理各界對私立學校之捐助為宗旨。,2002-08-12,臺(91)社(四)9119815號,30500000,30500000,(02)2236-1021,丁冠芬,(02)2236-1022,106,台北市木柵路1段111號2樓,
734,財團法人育秀教育基金會,114,臺北市內湖區堤頂大道2段187號11樓,景虎士,以推展科技與人文教育、促進學術交流，提昇資訊化之優質社會為宗旨。,2002-09-17,臺(91)社(四)91140397號,30000000,260209248,(02)2627-1188#1542,陳緯麗,(02)2657-9377,114,臺北市內湖區堤頂大道2段187號11樓,
735,財團法人元大文教基金會,105,臺北市松山區敦化南路1段66號11樓,杜麗莊,以從事教育及公益事業為宗旨。,2002-11-05,臺(91)社(四)91163662號,30000000,60000000,(02)2173-6060,吳瓊枝,(02)2718-0412,105,臺北市敦化南路1段66號11樓,原「復華文教基金會」
736,財團法人漢光教育基金會,105,臺北市松山區八德路3段2號9樓之3,宋具芳,以發展身心靈全人教育及文化教育為宗旨。,2003-04-02,臺(92)社(四)0920040420號,30000000,30000000,(02)2570-2153,鄭伊珊,(02)2570-2157,105,臺北市松山區八德路3段2號9樓之3,
738,財團法人標竿教育基金會,110,臺北市松山區南京東路3段248號9樓,張世良,以推展全人成長教育(身心靈體均衡發展)為宗旨。,2003-10-09,臺(92)社(四)0920147018號,30000000,30000000,(02)8660-9995#115,林慧菁,(02)2925-9995,23444,新北市永和區保生路1號20樓,
739,財團法人明基友達文教基金會,114,臺北市內湖區基湖路18號,李焜耀,以傳達真實、親善、美麗的感動為宗旨。,2003-09-25,臺(92)社(四)0920142511號,30000000,45070908,(03)-359-3255,曹世菁,(03)-3599200,333,桃園縣龜山鄉山鶯路157號,
740,財團法人圓桌教育基金會,231,新北市新店區中興路2段192號4樓之3,江又毅,以辦理生命教育來提昇人們之生命品質，不僅讓自己活得更好，進而協人們擁有健康、智慧、財富的生活為宗旨。,2004-02-27,臺(93)社(四)0930023825號,31200000,31200000,(02)2910-9686#1164,陳月珠,(02)2910-9756,231,新北市新店區中興路2段192號13樓,
741,財團法人鴻海教育基金會,236,新北市土城區自由街2號,黃秋蓮,以鼓勵終身學習，建構終身教育環境，協助推動科技教育發展，培育專業科技人才，促進國內外學術交流及提昇國家競爭力為宗旨。,0000-00-00,臺社(四)0930023908號,30000000,30000000,(02)2268-3466#1616,陳戀,,236,新北市土城區自由街2號,
742,財團法人福田文教基金會,106,臺北市大安區信義路3段132號8樓,高瑞錚,以鼓勵學習活動、增進身心平衡、厚植人文涵養、提振人道關懷為宗旨。,2004-06-03,臺(93)社(四)0930070787號,30000000,193302035,(02)2708-4366#235,邱素真,(02)2709-7575,106,臺北市信義路3段132號8樓,
743,財團法人天之道文教基金會,404,臺中市北區興進路191號14樓之2,鄭仁治,以整合各界資源，投入社會公益，濟弱扶傾，教化人心為宗旨。,2004-06-28,臺(93)社(四)0930085079號,30000000,30000000,(04)2360-1355,蔡孟穎,(04)236-1353,404,臺中市北區興進路191號14樓之2,
744,財團法人震怡文教基金會,110,臺北市信義區逸仙路36號8樓之1,梁秀卿,以推廣社會文教及公益活動為宗旨。,2004-08-05,臺(93)社(四)0930101979號,30000000,33988000,(02)2309-0866,楊祺瑛,(02)2303-8136,100,臺北市中正區寧波西街120號3樓,
745,財團法人毅嘉科技教育基金會,333,桃園縣龜山鄉華亞二路268號,阮美娜,以提昇全民休閒生活品質，鼓勵科技與學術創新，深化基礎教育，推動終身學習，培養國際化專業人才推動賢能治國，厚植國家競爭力為宗旨。,2004-11-04,臺(93)社(四)0930142667號,30000000,30000000,(03)397-3345#1803,許玲瑜,(03)397-3394,333,桃園縣龜山鄉華亞二路268號,
746,財團法人德慈生活教育基金會,404,臺中市忠明路502-1號6樓,李志誠,以推展生命科學、人文科學及生物科學之學術研究，及推廣應用教育為宗旨。,2004-11-09,臺(93)社(四)0930142667號,30000000,30000000,(049)225-1351,藍月桂,(049)225-2554,540,南投市成功三路186號,
747,財團法人良彥文教基金會,231,新北市新店區復興路43號4樓,黃珍琪,以推動人文及社會教育，提升國民文化及促進社會健全發展為宗旨。,2004-11-25,臺(93)社(四)09301157794號,30000000,30000000,(02)8667-6565#315,謝文琴,(02)5591-6000,231,新北市新店區復興路43號4樓,
748,財團法人蔚華教育基金會,300,新竹市水源街93號8樓之2,許宗賢,以推廣科技、人文教育為宗旨。,2004-12-28,臺(93)社(四)0930170528號,30000000,30000000,(03)573-8099#1089,林銘燕,(03)532-8453,30069,新竹市水源街93號8樓之2,
749,財團法人玉溪有容教育基金會,111,臺北市士林區仰德大道2段94號,林文雄,以人文五育的推動為宗旨。,2005-01-06,臺(93)社(四)0930176445號,30000000,101556000,(02)87717166,葉姿吟,(02)2571-9818,111,臺北市士林區仰德大道2段94號,原名「財團法人有容文教基金會」
750,財團法人劉維德先生教育基金會,106,臺北市大安區仁愛路3段136號10樓,劉維德,以提昇科技教育層次、倡導知識經濟價值，培育優秀科技人才及提昇社會生活品質為宗旨。,2005-01-14,臺(93)社(四)0930176445號,30000000,30000000,(02)2701-3511#218,曾仲慧,(02)2706-3977,106,臺北市大安區仁愛路3段136號10樓1001室,原「樹本教育基金會」
751,財團法人鼎富教育基金會,110,臺北市信義區忠孝東路5段1-10號3樓,張九藕,以提高國民生活品質、宏揚文化、發展社教、培養人才及舉辦藝術性、教育性、正常休閒娛樂及推廣金融教育、研究，提升專業素質為設立宗旨。,2005-01-27,臺社(四)0940008178號,100000000,69940994,(02)8773-9728,楊憶梅,02-2778-6339,100,臺北市羅斯福路2段16號12樓(安貞聯合會計師事務所),
752,財團法人百世教育基金會,804,高雄市鼓山區明誠四路156號6樓,王百世,以儒家精神為依據，推動品德及多元教育，注入新時代創造活力，以期優質文化生活及新禮樂文明之實現。,2005-04-04,臺社(四)0940043503號,30000000,30000000,(07)322-1520#318,江建勳,07-313-1533,804,高雄市鼓山區明誠四路156號6樓,
753,財團法人國語日報社,100,臺北市中正區福州街10號,黃啟芳,推行國語及出版報紙、推展各種語文、文化才藝教育為目的。,1960-01-21,府教62560號,1354000,1338554849,(02)23921133-1206,鄒祥瑞,(02)2351-4471,100,臺北市福州街2號,
754,財團法人采盟文教基金會,105,臺北市松山區復興北路57號3樓之1,古素琴,以培養健全人格、民主素養、法治觀念、人文涵養、強健體魄及思考判斷與創造能力並促進對基本人權之尊重、生態環境之保護及對不同國家、族群、性別、宗教、文化之瞭解與關懷為宗旨。,2005-10-11,臺社(四)0940137452號,30000000,200000000,02-8773-8800#637,劉玉梅,02-8773-5715,105,臺北市松山區復興北路57號3樓之1,
755,財團法人高等教育國際合作基金會,106,臺北市大安區金華街199巷5號202室,張家宜,以推動高等教育國際學術合作為宗旨。,2005-10-12,臺文(一)0940125150號,31070807,35499970,02-2322-2280#115,彭鉯喬,02-2322-2528,106,臺北市大安區金華街199巷5號202室,
756,財團法人進步文教基金會,308,新竹縣寶山鄉新竹科學園區創新二路6號,朱順一,研究推動公共政策事務，促進社會進步與和諧發展及推廣教育機會均等。,2005-10-11,臺社(四)0940135513號,30000000,30000000,(03)5783942-1159,羅秀怡,03-563-1341,308,新竹科學園區創新二路6號（轉交陳鳳小姐）,
757,財團法人力仁教育基金會,104,臺北市中山區南京東路3段68號8樓,李庸三,以促進科技、藝文教育，及推動國際文教交流為宗旨。,2005-10-31,臺(94)社(四)0940146245號,30000000,30000000,(02)2517-7627,蘇意晴,(02)2517-8300,104,台北市中山區南京東路3段68號8樓,
758,財團法人高等教育評鑑中心基金會,106,臺北市大安區和平東路1段179號7樓,劉維琪,以提昇國內高等教育品質為宗旨。,2005-11-28,臺社(四)0940153383號,30000000,30300000,02-3343-1213,張翠媛,02-3343-1211,106,臺北市大安區和平東路1段179號7樓,
759,財團法人江許(竹+尹)文教基金會,104,臺北市中山區南京東路3段118號11樓,江松樺,以培養健全人格、民主素養、法治觀念、人文涵養、強健體魄及思考判斷與創造能力並促進對基本人權之尊重、生態環境之保護及對不同國家、族群、性別、宗教、文化之瞭解與關懷為宗旨。,2003-05-28,北市教六09233857600號,5000000,200000000,(02)2507-8870,劉玫芸,(02)8791-1159,104,臺北市中山區南京東路3段118號11樓,
760,財團法人聖嚴教育基金會,100,臺北市中正區仁愛路2段48-6號2樓,蔡清彥,推廣聖嚴法師所倡「提昇人的品質，建設人間淨土」之思想理念來淨化人心、淨化社會的教育事業為宗旨。,2006-01-18,臺社(四)0950005845號,30000000,30000000,02-2397-9300#14,黃碧霞,02-2393-5610,100,臺北市中正區仁愛路2段56號,
761,財團法人憶聲科技文教基金會,320,桃園縣中壢市中壢工業區中園路198號,吳挽瀾,致力於科技與人文之結合，以人才培訓、菁英獎助、弱勢團體關懷、文教與公益活動之推動。,2007-08-17,臺社(四)0960125998號,30000000,30000000,(03)451-6888,邱淑真,03-452-0697,320,桃園縣中壢市中壢工業區中園路198號,
763,財團法人正覺教育基金會,103,臺北市大同區承德路3段267號10樓,蕭絜仁,為推廣及促進佛學、哲學之文教活動及學術交流，以提昇學術研究風氣及品質，並淨化社會安穩人心之目的為宗旨。,2006-09-04,臺社(四)0950126636號,42713909,90272367,(02)2339-4567#243,李訓仁,02-2595-4493,103,臺北市大同區承德路3段267號10樓,
764,財團法人中鋼集團教育基金會,812,高雄市小港區中鋼路1號,張家祝,促進鋼鐵相關領域之教育及人才培育，關懷生態保育，提昇人文精神，追求永續發展。,2006-11-30,臺社(四)0950177488號,200000000,200000000,07-802-1111#5469,邱莉娟,07-803-3859,812,高雄市小港區中鋼路1號,
765,財團法人溫世仁文教基金會,110,臺北市信義路5段106號10樓,溫泰鈞,以培育科技、藝文專業人才，提昇弱勢族群教育程度，推展學校與社會之閱讀風氣及獎助學術研究與舉辦各項文教活動為宗旨。,1994-12-05,北市教四56505號,5000000,636587499,(02)2729-6633#6023,曹琇晶,(02)2729-6602,110,臺北市信義路5段106號10樓,
766,財團法人天河教育基金會,106,臺北市大安區仁愛路3段30號13樓,陳柏廷,改善偏遠地區就學環境、協助清寒家庭子弟就學，以及提升全民教育知識水平。,2006-12-14,臺社(四)0950186480號,40000000,122128574,(02)2708-1248#213,胡齡方,(07)282-6189,106,臺北市大安區仁愛路3段30號13樓,
767,財團法人台灣法治暨政策研究基金會,100,臺北市中正區忠孝東路1段85號10樓之1,城仲模,樹立健全民主法治之憲政精神、伸張公平正義、維護人性尊嚴、保障人民權益、深耕法治文化、促進國際法學交流。,2006-12-15,臺社(四)0950187007號,30000000,30000000,(02)2391-8020,謝孟瑤,(02)2391-8070,100,臺北市中正區忠孝東路1段85號10樓之1,
768,財團法人三花棉業公益教育基金會,248,新北市五股區五股工業區五工二路119號,施純鎰,推行社會教育，增進全民福祉，以培育優秀人才，協贊文教活動公益事業，推動心靈改革，建立祥和社會及從事其他社會教育活動為宗旨。,2007-01-29,臺社(四)0960012028號,30000000,30000000,(02)2299-9303,蔡宛真,(02)2299-9302,248,新北市五股區五股工業區五工二路119號,
